chi1,a_nC,CASA+,chi0,chi1_C,vsa_pol,mr,rgyr,SlogP,a_hyd,Class
4.721115688402099,1.1716593831348976,0.021173743034974466,4.798125047974814,-0.872065165591942,1.5158316581699476,-0.4224871860101704,3.2592570180694485,0.40577035991886673,4.737849731168247,Class 2
-1.7629031548567118,-0.6531334452977469,-0.11393124772463391,-1.5455166003066991,0.29318676583233344,-0.54800171261243,-1.5418135753446194,-2.1730036742762584,-1.3391265630133822,-1.4658418226800976,Class 2
0.8055664429799518,0.2592629689185754,-0.7466961404901664,0.6473640017627483,-0.1464733810530105,-0.54800171261243,1.317803476975108,0.45024667072540525,1.6732396014320554,1.01563479885924,Class -2
0.03230410000992388,-0.6531334452977469,-0.5264543188165177,0.049758708881426555,-0.6798704949627838,-0.3575629540652032,0.3042385111309386,-0.639117480098314,-0.40760885286897247,-0.2251035119104288,Class -2
0.591954700296213,0.2592629689185754,-0.5897942202162724,0.4587304952604098,-0.04240553981582788,-0.54800171261243,1.1205700136178403,0.5049291806686244,1.393963620729551,0.8088450803976286,Class -2
0.8779961053292459,0.2592629689185754,-0.3012256858776048,0.5203890581280566,-0.37799791492131424,-0.54800171261243,0.9314949645769752,0.8660965632933821,1.2134218968329202,0.6020553619360172,Class -2
0.378343257404122,0.2592629689185754,-0.45836113705237996,0.2700965552389136,0.06166223196402971,-0.54800171261243,0.9042970493266702,0.600561736096551,1.1146880674464053,0.6020553619360172,Class -2
-0.5668111728545187,1.6278575902430588,0.5366179411078446,-0.8000463544266266,1.9558885196757672,-0.54800171261243,-0.3894832078050397,-1.114572216130675,-0.7144017500239969,-0.43189323037204025,Class 1
-1.3693299330042477,0.2592629689185754,0.42888495427313533,-1.168249348866486,0.8402976035326928,-0.54800171261243,-1.0443473245330028,-1.39692701560009,-1.0754771623332917,-1.0522623857568747,Class 1
0.1647313148592834,0.2592629689185754,-0.35159639031018813,0.08146283197699646,0.1657300732012129,-0.54800171261243,0.6797794168944102,0.733805850799184,0.8354122577116443,0.3952656434744056,Class -2
0.9805803106727599,-1.565529859514069,0.722804717734936,1.5113696353844812,-1.695219070981484,3.1048223822509358,-1.2161088529066073,0.6120623870078677,-0.9883434516315344,0.8088450803976286,Class 1
4.096549753408882,0.7154611760267365,-0.09195609542800139,4.256226099915657,-1.045708479171513,1.5158316581699476,-0.6569277928304914,2.694151536226852,0.1342307551137618,4.1174805757834125,Class 1
-0.048880577720280705,0.2592629689185754,-0.5564979243857675,-0.10717067452534162,0.2697979144383961,-0.54800171261243,0.44911963096581003,0.9359125969669801,0.5561364907188191,0.18847592501279417,Class -1
-1.8967849088207585,-2.0217280666222304,-0.11007365369533798,-1.3831804093076918,-1.0959598817188847,1.5158316581699476,-2.050466670437808,-1.776137535019478,-2.4720442755254375,-2.086210978064932,Class 1
-1.1557182402857833,0.7154611760267365,0.6001485511110904,-0.9796158206881901,1.1372417695908212,-0.54800171261243,-0.7923340966565244,-1.3844803813385824,-0.9436525261061508,-0.8454726672952633,Class 1
-0.2540795671554856,0.2592629689185754,-0.42467801099380453,-0.29580439778725875,0.38556000772923427,-0.54800171261243,0.21523038209098838,0.7928405471150797,0.2768606809840583,-0.018313793448817315,Class -1
-1.0218367361481102,0.2592629689185754,-0.0036672050453341286,-1.141952120066987,0.7562354862823134,-0.54800171261243,-0.716282851092921,-1.5017431704463502,-0.8199401811034093,-0.8454726672952633,Class 1
-1.2632504068621377,0.2592629689185754,0.24516685792616946,-1.2389723421421495,0.9877600201506171,-0.54800171261243,-1.0509086027046437,-1.295291498916075,-1.119518453173619,-1.0522623857568747,Class 1
0.1647313148592834,0.2592629689185754,-0.38276612913899993,0.08146283197699646,0.1657300732012129,-0.54800171261243,0.6797794168944102,0.4755061467192099,0.8354122577116443,0.3952656434744056,Class -1
-1.5661166688436665,-0.19693523818958572,0.1440556395985487,-1.3568829637486137,0.5667420110391996,-0.54800171261243,-1.292675644415153,-1.782408206564558,-1.207301798560433,-1.2590521042184861,Class 1
3.188106109642547,0.2592629689185754,5.2067353479758856,3.2789791928392638,-1.166091985067283,3.9510476707047055,0.1070868957055465,1.6652231409908937,-1.1189628507477327,2.256373109628909,Class 1
-0.048880577720280705,0.2592629689185754,-0.33419687384116775,-0.10717067452534162,0.2697979144383961,-0.54800171261243,0.44911963096581003,0.3730065698217886,0.5561364907188191,0.18847592501279417,Class -1
-0.048880577720280705,0.2592629689185754,-0.6765024441917655,-0.10717067452534162,0.2697979144383961,-0.54800171261243,1.2955097723122624,0.9972062566942842,0.8359250327176724,0.18847592501279417,Class -1
0.6643840628538573,0.2592629689185754,-0.224596528584277,0.33175555162571846,-0.273930073684131,-0.54800171261243,0.731252332914143,0.8489159082316813,0.934145916130415,0.3952656434744056,Class -1
-1.5577041654215065,-0.19693523818958572,0.096268193736181,-1.3568829637486137,0.5784363325501802,-0.54800171261243,-1.2905639790699457,-1.9664767092272044,-1.207301798560433,-1.2590521042184861,Class 1
-0.2456670637333259,0.2592629689185754,-0.10473178893806309,-0.29580439778725875,0.39725460706951665,-0.54800171261243,0.21734204743619615,0.344597078187003,0.2768606809840583,-0.018313793448817315,Class -1
0.34915344393572917,-2.0217280666222304,-0.5531694785999105,1.0048324115607141,-2.0875682911916127,1.5158316581699476,-2.0680472559925116,-0.5991082089782217,-1.4950063608136368,0.3952656434744056,Class 1
